Ticker;BuySell;EntryDate;EntryPrice;ExitDate;ExitPrice;Pnl;nContracts;MAE;MFE
SPY;-1;16.05.2012 08:59:00;133.265;17.05.2012 08:59:00;133.305;-1.48;37;0;0
SPY;-1;21.05.2012 08:59:00;130.585;22.05.2012 08:59:00;131.955;-52.06;38;0;0
SPY;-1;22.05.2012 08:59:00;131.945;23.05.2012 08:59:00;131.275;24.79;37;0;0
SPY;-1;29.05.2012 08:59:00;133.075;30.05.2012 08:59:00;132.855;8.14;37;0;0
SPY;-1;06.06.2012 08:59:00;130.425;07.06.2012 08:59:00;132.545;-80.56;38;0;0
SPY;-1;07.06.2012 08:59:00;132.535;08.06.2012 08:59:00;131.325;44.77;37;0;0
SPY;-1;11.06.2012 08:59:00;134.685;12.06.2012 08:59:00;132.095;95.83;37;0;0
SPY;-1;20.06.2012 08:59:00;135.705;21.06.2012 08:59:00;135.125;21.46;37;0;0
SPY;-1;29.06.2012 08:59:00;134.465;02.07.2012 08:59:00;136.645;-80.66;37;0;0
SPY;-1;11.07.2012 08:59:00;134.575;12.07.2012 08:59:00;133.465;41.07;37;0;0
SPY;-1;06.09.2012 08:59:00;141.905;07.09.2012 08:59:00;144.125;-77.7;35;0;0
SPY;-1;11.10.2012 08:59:00;143.595;12.10.2012 08:59:00;143.785;-6.46;34;0;0
SPY;-1;25.10.2012 08:59:00;141.965;26.10.2012 08:59:00;140.485;51.8;35;0;0
SPY;-1;31.10.2012 09:59:00;142.285;01.11.2012 09:59:00;140.895;48.65;35;0;0
SPY;-1;12.12.2012 09:59:00;144.065;13.12.2012 09:59:00;143.205;29.24;34;0;0
SPY;-1;18.12.2012 09:59:00;144.495;19.12.2012 09:59:00;145.485;-33.66;34;0;0
SPY;-1;19.12.2012 09:59:00;145.475;20.12.2012 09:59:00;144.285;40.46;34;0;0
SPY;-1;26.12.2012 09:59:00;142.385;27.12.2012 09:59:00;141.695;24.15;35;0;0
SPY;-1;02.01.2013 09:59:00;143.505;03.01.2013 09:59:00;145.635;-72.42;34;0;0
SPY;-1;18.01.2013 09:59:00;147.955;22.01.2013 09:59:00;148.115;-5.28;33;0;0
SPY;-1;05.03.2013 09:59:00;153.435;06.03.2013 09:59:00;154.785;-43.2;32;0;0
SPY;-1;06.03.2013 09:59:00;154.775;07.03.2013 09:59:00;154.665;3.52;32;0;0
SPY;-1;19.04.2013 08:59:00;154.835;22.04.2013 08:59:00;156.045;-38.72;32;0;0
SPY;-1;25.04.2013 08:59:00;158.095;26.04.2013 08:59:00;158.165;-2.17;31;0;0
SPY;-1;15.05.2013 08:59:00;164.975;16.05.2013 08:59:00;165.715;-22.2;30;0;0
SPY;-1;07.06.2013 08:59:00;162.695;10.06.2013 08:59:00;165.085;-71.7;30;0;0
SPY;-1;26.06.2013 08:59:00;158.915;27.06.2013 08:59:00;160.155;-38.44;31;0;0
SPY;-1;02.07.2013 08:59:00;161.545;03.07.2013 08:59:00;160.205;41.54;31;0;0
SPY;-1;12.07.2013 08:59:00;167.305;15.07.2013 08:59:00;167.885;-16.82;29;0;0
SPY;-1;16.08.2013 08:59:00;166.395;19.08.2013 08:59:00;165.625;23.1;30;0;0
SPY;-1;22.08.2013 08:59:00;164.945;23.08.2013 08:59:00;165.745;-24;30;0;0
SPY;-1;23.08.2013 08:59:00;165.735;26.08.2013 08:59:00;166.545;-24.3;30;0;0
SPY;-1;19.09.2013 08:59:00;173.565;20.09.2013 08:59:00;172.055;42.28;28;0;0
SPY;-1;26.09.2013 08:59:00;169.315;27.09.2013 08:59:00;169.225;2.61;29;0;0
SPY;-1;01.10.2013 08:59:00;168.725;02.10.2013 08:59:00;168.195;15.37;29;0;0
SPY;-1;02.10.2013 08:59:00;168.185;03.10.2013 08:59:00;168.505;-9.28;29;0;0
SPY;-1;03.10.2013 08:59:00;168.495;04.10.2013 08:59:00;167.875;17.98;29;0;0
SPY;-1;04.10.2013 08:59:00;167.865;07.10.2013 08:59:00;167.305;16.24;29;0;0
SPY;-1;17.10.2013 08:59:00;171.425;18.10.2013 08:59:00;173.475;-59.45;29;0;0
SPY;-1;18.10.2013 08:59:00;173.465;21.10.2013 08:59:00;174.285;-22.96;28;0;0
SPY;-1;14.11.2013 09:59:00;178.935;15.11.2013 09:59:00;179.495;-15.68;28;0;0
SPY;-1;15.11.2013 09:59:00;179.485;18.11.2013 09:59:00;179.835;-9.45;27;0;0
SPY;-1;04.12.2013 09:59:00;179.965;05.12.2013 09:59:00;179.715;6.75;27;0;0
SPY;-1;13.12.2013 09:59:00;178.745;16.12.2013 09:59:00;178.275;13.16;28;0;0
SPY;-1;10.01.2014 09:59:00;184.085;13.01.2014 09:59:00;183.815;7.29;27;0;0
SPY;-1;22.01.2014 09:59:00;184.205;23.01.2014 09:59:00;183.855;9.45;27;0;0
SPY;-1;23.01.2014 09:59:00;183.845;24.01.2014 09:59:00;182.225;43.74;27;0;0
SPY;-1;04.03.2014 09:59:00;186.105;05.03.2014 09:59:00;187.615;-39.26;26;0;0
SPY;-1;05.03.2014 09:59:00;187.605;06.03.2014 09:59:00;188.095;-12.74;26;0;0
SPY;-1;14.03.2014 09:59:00;185.555;17.03.2014 08:59:00;185.575;-0.54;27;0;0
SPY;-1;09.04.2014 08:59:00;185.305;10.04.2014 08:59:00;186.905;-43.2;27;0;0
SPY;-1;16.04.2014 08:59:00;185.375;17.04.2014 08:59:00;185.435;-1.62;27;0;0
SPY;-1;02.05.2014 08:59:00;188.425;05.05.2014 08:59:00;187.105;34.32;26;0;0
SPY;-1;21.05.2014 08:59:00;187.775;22.05.2014 08:59:00;189.195;-36.92;26;0;0
SPY;-1;23.07.2014 08:59:00;198.205;24.07.2014 08:59:00;198.885;-17;25;0;0
SPY;-1;24.07.2014 08:59:00;198.875;25.07.2014 08:59:00;198.465;10.25;25;0;0
